,OPEN,CLOSE,TRADEDATE
375,150.6,146.2,2016-12-14
376,146.89,150.51,2016-12-15
377,150.4,149.8,2016-12-16
378,150.2,148.82,2016-12-19
379,149.3,157.84,2016-12-20
380,157.41,158.36,2016-12-21
381,158.5,155.63,2016-12-22
382,155.31,153.3,2016-12-23
383,153.4,153.8,2016-12-26
384,155.0,152.99,2016-12-27
385,153.45,152.98,2016-12-28
386,152.51,152.0,2016-12-29
387,152.02,152.85,2016-12-30
388,153.98,151.68,2017-01-03
389,152.87,148.4,2017-01-04
390,149.02,148.01,2017-01-05
391,148.21,146.31,2017-01-06
392,147.02,143.13,2017-01-09
393,143.21,148.07,2017-01-10
394,148.07,147.03,2017-01-11
395,147.5,157.91,2017-01-12
396,157.23,156.9,2017-01-13
397,157.3,159.01,2017-01-16
398,159.77,158.63,2017-01-17
399,159.3,163.54,2017-01-18
400,163.0,160.85,2017-01-19
401,160.0,160.5,2017-01-20
402,160.5,160.2,2017-01-23
403,159.02,161.4,2017-01-24
404,161.3,166.71,2017-01-25
405,166.61,165.5,2017-01-26
406,165.5,168.5,2017-01-27
407,168.5,170.9,2017-01-30
408,171.3,174.17,2017-01-31
409,174.15,175.0,2017-02-01
410,175.25,176.9,2017-02-02
411,177.1,178.5,2017-02-03
412,178.55,179.0,2017-02-06
413,177.2,173.5,2017-02-07
414,172.35,172.0,2017-02-08
415,172.85,178.5,2017-02-09
416,178.15,179.5,2017-02-10
417,178.5,177.4,2017-02-13
418,177.45,175.2,2017-02-14
419,173.15,172.85,2017-02-15
420,172.05,171.2,2017-02-16
421,172.45,173.1,2017-02-17
422,173.2,171.25,2017-02-20
423,171.0,170.9,2017-02-21
424,171.55,168.25,2017-02-22
425,169.0,167.0,2017-02-24
426,167.0,165.05,2017-02-27
427,165.4,165.2,2017-02-28
428,166.4,177.35,2017-03-01
429,177.2,174.0,2017-03-02
430,173.9,168.85,2017-03-03
431,169.05,167.1,2017-03-06
432,167.3,161.15,2017-03-07
433,162.0,152.65,2017-03-09
434,153.5,149.2,2017-03-10
435,149.45,157.4,2017-03-13
436,157.6,154.6,2017-03-14
437,155.95,153.1,2017-03-15
438,154.2,159.4,2017-03-16
439,158.3,161.55,2017-03-17
440,161.35,159.3,2017-03-20
441,159.95,159.0,2017-03-21
442,158.1,164.25,2017-03-22
443,165.0,165.45,2017-03-23
444,167.0,167.6,2017-03-24
445,167.0,165.0,2017-03-27
446,165.0,165.65,2017-03-28
447,166.9,166.25,2017-03-29
448,167.5,168.8,2017-03-30
449,169.25,168.0,2017-03-31
450,168.5,168.3,2017-04-03
451,168.85,168.7,2017-04-04
452,169.2,174.95,2017-04-05
453,174.55,177.5,2017-04-06
454,176.05,171.9,2017-04-07
455,171.0,163.55,2017-04-10
456,162.25,166.35,2017-04-11
457,168.25,164.2,2017-04-12
458,165.2,166.3,2017-04-13
459,166.3,161.75,2017-04-14
460,161.3,163.8,2017-04-17
461,163.8,163.05,2017-04-18
462,163.75,162.05,2017-04-19
463,162.05,163.5,2017-04-20
464,164.0,167.35,2017-04-21
465,168.35,171.85,2017-04-24
466,172.1,176.45,2017-04-25
467,177.0,179.95,2017-04-26
468,179.3,175.85,2017-04-27
469,177.0,175.75,2017-04-28
470,175.3,180.0,2017-05-02
471,179.0,181.25,2017-05-03
472,181.25,183.15,2017-05-04
473,181.95,187.6,2017-05-05
474,187.8,189.8,2017-05-10
475,189.5,187.5,2017-05-11
476,187.5,184.15,2017-05-12
477,186.05,181.9,2017-05-15
478,182.0,184.4,2017-05-16
479,184.0,186.0,2017-05-17
480,185.5,189.3,2017-05-18
481,189.8,189.1,2017-05-19
482,190.0,190.3,2017-05-22
483,187.7,195.0,2017-05-23
484,194.95,193.8,2017-05-24
485,194.05,195.15,2017-05-25
486,195.85,190.1,2017-05-26
487,190.05,189.5,2017-05-29
488,189.85,191.05,2017-05-30
489,191.25,188.6,2017-05-31
490,187.5,188.2,2017-06-01
491,188.7,185.8,2017-06-02
492,185.95,189.05,2017-06-05
493,188.95,190.0,2017-06-06
494,189.15,189.0,2017-06-07
495,189.95,192.1,2017-06-08
496,192.1,192.85,2017-06-09
497,193.9,189.0,2017-06-13
498,189.6,190.0,2017-06-14
499,186.65,182.2,2017-06-15
500,181.0,174.65,2017-06-16
501,175.05,181.5,2017-06-19
502,181.7,181.4,2017-06-20
503,181.2,191.0,2017-06-21
504,192.0,194.3,2017-06-22
505,194.95,191.35,2017-06-23
506,192.1,186.75,2017-06-26
507,186.75,189.5,2017-06-27
508,190.0,190.05,2017-06-28
509,191.95,193.0,2017-06-29
510,192.85,195.3,2017-06-30
511,195.3,197.8,2017-07-03
512,197.85,198.8,2017-07-04
513,199.0,204.25,2017-07-05
514,204.3,215.25,2017-07-06
515,215.0,213.0,2017-07-07
516,213.9,217.5,2017-07-10
517,217.65,217.2,2017-07-11
518,217.0,225.0,2017-07-12
519,209.95,211.5,2017-07-13
520,211.0,212.8,2017-07-14
521,212.0,209.2,2017-07-17
522,209.0,208.7,2017-07-18
523,209.75,212.7,2017-07-19
524,214.75,214.7,2017-07-20
525,214.2,208.5,2017-07-21
526,207.5,204.6,2017-07-24
527,204.95,204.55,2017-07-25
528,204.5,208.0,2017-07-26
529,208.95,207.75,2017-07-27
530,207.2,203.35,2017-07-28
531,203.0,201.7,2017-07-31
532,202.2,206.4,2017-08-01
533,206.35,205.55,2017-08-02
534,204.8,204.3,2017-08-03
535,204.3,205.45,2017-08-04
536,205.0,205.4,2017-08-07
537,205.0,210.05,2017-08-08
538,210.3,208.9,2017-08-09
539,209.5,205.85,2017-08-10
540,205.0,202.9,2017-08-11
541,203.2,205.25,2017-08-14
542,205.0,206.85,2017-08-15
543,207.25,209.7,2017-08-16
544,209.6,210.95,2017-08-17
545,209.85,212.65,2017-08-18
546,212.1,213.05,2017-08-21
547,213.2,213.0,2017-08-22
548,213.95,209.3,2017-08-23
