,OPEN,CLOSE,TRADEDATE
697,255.5,251.5,2018-03-28
698,252.12,252.9,2018-03-29
699,254.0,253.57,2018-03-30
700,253.58,249.99,2018-04-02
701,250.01,251.6,2018-04-03
702,252.21,255.69,2018-04-04
703,257.25,262.0,2018-04-05
704,260.64,256.76,2018-04-06
705,255.05,213.0,2018-04-09
706,211.24,214.8,2018-04-10
707,214.0,208.0,2018-04-11
708,214.55,212.21,2018-04-12
709,213.37,204.7,2018-04-13
710,199.36,192.06,2018-04-16
711,203.02,207.5,2018-04-17
712,209.0,215.87,2018-04-18
713,217.34,213.45,2018-04-19
714,214.0,215.36,2018-04-20
715,216.48,223.25,2018-04-23
716,225.9,223.0,2018-04-24
717,220.15,220.45,2018-04-25
718,221.57,220.7,2018-04-26
719,221.36,223.91,2018-04-27
720,224.4,224.8,2018-04-28
721,224.5,226.99,2018-04-30
722,224.22,229.02,2018-05-02
723,228.4,228.03,2018-05-03
724,229.58,228.55,2018-05-04
725,230.17,229.86,2018-05-07
726,227.79,226.7,2018-05-08
727,228.5,233.7,2018-05-10
728,234.35,235.72,2018-05-11
729,236.21,237.8,2018-05-14
730,237.5,231.39,2018-05-15
731,230.88,229.8,2018-05-16
732,230.01,226.05,2018-05-17
733,225.7,222.2,2018-05-18
734,223.79,226.21,2018-05-21
735,227.27,225.6,2018-05-22
736,223.11,221.0,2018-05-23
737,221.91,222.01,2018-05-24
738,222.51,220.0,2018-05-25
739,219.47,220.9,2018-05-28
740,220.5,219.0,2018-05-29
741,219.3,221.01,2018-05-30
742,221.98,222.36,2018-05-31
743,221.5,220.0,2018-06-01
744,221.13,220.0,2018-06-04
745,220.0,215.56,2018-06-05
746,216.0,217.9,2018-06-06
747,218.94,216.41,2018-06-07
748,216.0,210.95,2018-06-08
749,211.5,212.6,2018-06-09
750,212.5,210.35,2018-06-11
751,211.23,215.0,2018-06-13
752,214.82,214.0,2018-06-14
753,213.9,209.36,2018-06-15
754,209.0,206.3,2018-06-18
755,204.0,206.0,2018-06-19
756,207.0,212.2,2018-06-20
757,212.25,210.4,2018-06-21
758,211.62,214.43,2018-06-22
759,204.5,202.51,2018-06-25
760,203.64,199.91,2018-06-26
761,201.85,207.95,2018-06-27
762,207.85,208.5,2018-06-28
763,210.1,218.0,2018-06-29
764,217.01,221.01,2018-07-02
765,221.01,218.45,2018-07-03
766,218.23,217.7,2018-07-04
767,217.5,224.54,2018-07-05
768,225.01,226.71,2018-07-06
769,228.5,230.0,2018-07-09
770,230.95,230.3,2018-07-10
771,229.2,227.57,2018-07-11
772,226.76,226.6,2018-07-12
773,227.3,229.85,2018-07-13
774,230.1,227.99,2018-07-16
775,227.0,222.5,2018-07-17
776,222.0,216.28,2018-07-18
777,216.9,207.5,2018-07-19
778,207.77,204.34,2018-07-20
779,205.4,208.42,2018-07-23
780,209.0,215.45,2018-07-24
781,211.0,213.7,2018-07-25
782,215.7,210.0,2018-07-26
783,210.0,208.9,2018-07-27
784,207.77,211.33,2018-07-30
785,211.09,214.86,2018-07-31
786,213.5,210.6,2018-08-01
787,208.54,206.6,2018-08-02
788,206.49,202.21,2018-08-03
789,201.8,203.9,2018-08-06
790,205.19,201.79,2018-08-07
791,201.53,193.2,2018-08-08
792,189.99,195.9,2018-08-09
793,194.0,186.15,2018-08-10
794,182.05,190.0,2018-08-13
795,192.98,192.76,2018-08-14
796,192.35,187.98,2018-08-15
797,189.0,191.6,2018-08-16
798,191.83,189.55,2018-08-17
799,190.99,191.2,2018-08-20
800,192.0,191.8,2018-08-21
801,192.43,187.8,2018-08-22
802,188.44,178.71,2018-08-23
803,178.0,180.39,2018-08-24
804,181.47,183.27,2018-08-27
805,183.35,182.0,2018-08-28
806,182.77,183.5,2018-08-29
807,184.61,178.0,2018-08-30
808,177.61,182.0,2018-08-31
809,181.72,181.21,2018-09-03
810,182.0,179.5,2018-09-04
811,178.5,178.46,2018-09-05
812,177.25,175.0,2018-09-06
813,175.47,174.9,2018-09-07
814,175.03,171.21,2018-09-10
815,171.23,169.36,2018-09-11
816,170.2,173.9,2018-09-12
817,174.5,183.5,2018-09-13
